Mod:Item:MetaData, Localized Name
wizardry:wizard_hat_healing, Healer Hat
wizardry:wizard_robe_healing, Healer Robes
wizardry:wizard_leggings_healing, Healer Leggings
wizardry:wizard_boots_healing, Healer Boots
wizardry:spawn_wizard:0, Spawn Wizard
wizardry:spawn_wizard:1, Spawn Evil Wizard
wizardry:spectral_helmet, Spectral Helmet
wizardry:spectral_chestplate, Spectral Chestplate
wizardry:spectral_leggings, Spectral Leggings
wizardry:spectral_boots, Spectral Boots
wizardry:smoke_bomb, Smoke Bomb
wizardry:identification_scroll, Scroll of Identification
Eln:eln.itemCreativeTab, item.eln:elncreativetab.name
Eln:Eln.sharedItem:6279, Fusivel de Baixa Tensao
Eln:Eln.sharedItem:6280, Fusivel de Media Tensao
Eln:Eln.sharedItem:6281, Fusivel de Alta Tensao
Eln:Eln.sharedItem:6282, Fusivel de Extrema Alta Tensao
Eln:Eln.sharedItem:64, Pequena Resistencia Termica de Cobre 50V
Eln:Eln.sharedItem:65, Resistencia Termica de Cobre 50V
Eln:Eln.sharedItem:66, Pequena Resistencia Termica de Cobre 200V
Eln:Eln.sharedItem:67, Resistencia Termica de Cobre 200V
Eln:Eln.sharedItem:68, Pequena Resistencia Termica de Ferro 50V
Eln:Eln.sharedItem:69, Resistencia Termica de Ferro 50V
Eln:Eln.sharedItem:70, Pequena Resistencia Termica de Ferro 200V
Eln:Eln.sharedItem:71, Resistencia Termica de Ferro 200V
Eln:Eln.sharedItem:72, Pequena Resistencia Termica de Tungstenio 50V
Eln:Eln.sharedItem:73, Resistencia Termica de Tungstenio 50V
Eln:Eln.sharedItem:74, Pequena Resistencia Termica de Tungstenio 200V
Eln:Eln.sharedItem:75, Resistencia Termica de Tungstenio 200V
Eln:Eln.sharedItem:76, Small 800V Tungsten Heating Corp
Eln:Eln.sharedItem:77, 800V Tungsten Heating Corp
Eln:Eln.sharedItem:78, Small 3.2kV Tungsten Heating Corp
Eln:Eln.sharedItem:79, 3.2kV Tungsten Heating Corp
Eln:Eln.sharedItem:192, Regulador 1 Porcento
Eln:Eln.sharedItem:193, Regulador 10 Porcento
Eln:Eln.sharedItem:200, Regulador Analogico
Eln:Eln.sharedItem:256, Pequena Lampada Incandescente de Tungstenio 50V
Eln:Eln.sharedItem:257, Lampada Incandescente de Tungstenio 50V
Eln:Eln.sharedItem:258, Lampada Incandescente de Tungstenio 200V
Eln:Eln.sharedItem:260, Pequena Lampada Incandescente de Carbono 50V
Eln:Eln.sharedItem:261, Lampada Incandescente de Carbono 50V
Eln:Eln.sharedItem:272, Pequena Lampada Economica 50V
Eln:Eln.sharedItem:273, Lampada Economica 50V
Eln:Eln.sharedItem:274, Lampada Economica 200V
Eln:Eln.sharedItem:288, Lampada Agricola 50V
Eln:Eln.sharedItem:292, Lampada Agricola 200V
Eln:Eln.sharedItem:293, Lampada de LED 50V
Eln:Eln.sharedItem:294, Lampada de LED 200V
Eln:Eln.sharedItem:320, Protecao Contra Sobreaquecimento
Eln:Eln.sharedItem:321, Protecao Contra Sobretensao
Eln:Eln.sharedItem:384, Melhoria da Camara de Aquecimento
Eln:Eln.sharedItem:385, Thermal Insulation
Eln:Eln.sharedItem:448, Nucleo Ferromagnetico Basico
Eln:Eln.sharedItem:449, Nucleo Ferromagnetico Medio
Eln:Eln.sharedItem:450, Nucleo Ferromagnetico Avancado
Eln:Eln.sharedItem:513, Barra de Cobre
Eln:Eln.sharedItem:516, Barra de Chumbo
Eln:Eln.sharedItem:517, Barra de Tungstenio
Eln:Eln.sharedItem:518, Barra de Ferrite
Eln:Eln.sharedItem:519, Barra de Aco-Tungstenio
Eln:Eln.sharedItem:520, Mercurio
Eln:Eln.sharedItem:577, Po de Cobre
Eln:Eln.sharedItem:578, Po de Ferro
Eln:Eln.sharedItem:579, Lapis Dust
Eln:Eln.sharedItem:580, Diamond Dust
Eln:Eln.sharedItem:5, Po de Chumbo
Eln:Eln.sharedItem:6, Po de Tungstenio
Eln:Eln.sharedItem:7, Po de Ouro
Eln:Eln.sharedItem:8, Po de Carvao
Eln:Eln.sharedItem:9, Po de Aco-tungstenio
Eln:Eln.sharedItem:10, Po de Cinabrio
Eln:Eln.sharedItem:640, Motor Eletrico
Eln:Eln.sharedItem:641, Motor Eletrico Avancado
Eln:Eln.sharedItem:704, Regulador do Painel Solar
Eln:Eln.sharedItem:896, Multimetro
Eln:Eln.sharedItem:897, Termometro
Eln:Eln.sharedItem:898, Multimetro e Termometro
Eln:Eln.sharedItem:904, Analizador de Sinal sem Fio
Eln:Eln.sharedItem:912, Config Copy Tool
Eln:Eln.sharedItem:960, Broca de Mineracao Basico
Eln:Eln.sharedItem:961, Broca de Mineracao Medio
Eln:Eln.sharedItem:962, Broca de Mineracao Avancado
Eln:Eln.sharedItem:963, Turbo Electrical Drill
Eln:Eln.sharedItem:964, Irresponsible Electrical Drill
Eln:Eln.sharedItem:1024, Circuito Escaneador de Minerio
Eln:Eln.sharedItem:1088, Tubo de Mineracao
Eln:Eln.sharedItem:4096, Resina de Arvore
Eln:Eln.sharedItem:4097, Borracha
Eln:Eln.sharedItem:4160, Fio de Cobre
Eln:Eln.sharedItem:4161, Fio de Ferro
Eln:Eln.sharedItem:4162, Fio de Tungstenio
Eln:Eln.sharedItem:4416, Graphite Rod
Eln:Eln.sharedItem:4417, 2x Graphite Rods
Eln:Eln.sharedItem:4418, 3x Graphite Rods
Eln:Eln.sharedItem:4419, 4x Graphite Rods
Eln:Eln.sharedItem:4420, Synthetic Diamond
Eln:Eln.sharedItem:4421, unreleasedium
Eln:Eln.sharedItem:4422, Arc Clay Ingot
Eln:Eln.sharedItem:4423, Arc Metal Ingot
Eln:Eln.sharedItem:4424, Inert Canister
Eln:Eln.sharedItem:4427, Canister of Water
Eln:Eln.sharedItem:4428, Canister of Arc Water
Eln:Eln.sharedItem:7616, Rolo de Pintura Preta
Eln:Eln.sharedItem:7617, Rolo de Pintura Vermelho
Eln:Eln.sharedItem:7618, Rolo de Pintura Verde
Eln:Eln.sharedItem:7619, Rolo de Pintura Marrom
Eln:Eln.sharedItem:7620, Rolo de Pintura Azul
Eln:Eln.sharedItem:7621, Rolo de Pintura Lilas
Eln:Eln.sharedItem:7622, Rolo de Pintura Ciano
Eln:Eln.sharedItem:7623, Rolo de Pintura Cinza Claro
Eln:Eln.sharedItem:7624, Rolo de Pintura Cinza
Eln:Eln.sharedItem:7625, Rolo de Pintura Rosa
Eln:Eln.sharedItem:7626, Rolo de Pintura Verde Limao
Eln:Eln.sharedItem:7627, Rolo de Pintura Amarelo
Eln:Eln.sharedItem:7628, Rolo de Pintura Azul Claro
Eln:Eln.sharedItem:7629, Rolo de Pintura Magenta
Eln:Eln.sharedItem:7630, Rolo de Pintura Laranja
Eln:Eln.sharedItem:7631, Rolo de Pintura Branco
Eln:Eln.sharedItem:7680, Circuito Integrado Basico
Eln:Eln.sharedItem:7681, Circuito Integrado Avancado
Eln:Eln.sharedItem:7682, Bloco de Maquina
Eln:Eln.sharedItem:7683, Circuito Integrado de Sonda Eletrica
Eln:Eln.sharedItem:7684, Circuito Integrado de Sonda Calor
Eln:Eln.sharedItem:7686, Placa de Cobre
Eln:Eln.sharedItem:7687, Placa de Ferro
Eln:Eln.sharedItem:7688, Placa de Ouro
Eln:Eln.sharedItem:7689, Placa de Chumbo
Eln:Eln.sharedItem:7690, Placa de Silicio
Eln:Eln.sharedItem:7691, Placa de Aco-Tungstenio
Eln:Eln.sharedItem:7692, Placa de Carvao
Eln:Eln.sharedItem:7696, Po de Silicio
Eln:Eln.sharedItem:7697, Barra de Silicio
Eln:Eln.sharedItem:7702, Aumentar Potencia da Maquina
Eln:Eln.sharedItem:7703, Bloco de Maquina Avancado
Eln:Eln.sharedItem:7708, Ima de Ferro
Eln:Eln.sharedItem:7709, Ima de Aco-Tungstenio
Eln:Eln.sharedItem:7713, Antena de Sinal
Eln:Eln.sharedItem:7720, Filtro de Jogador
Eln:Eln.sharedItem:7721, Filtro de Monstro
Eln:Eln.sharedItem:7722, Filtro de Animal
Eln:Eln.sharedItem:7728, Chave
Eln:Eln.sharedItem:7732, Dieletrico
Eln:Eln.sharedItem:7733, Quadro do Transformador
Eln:Eln.sharedItem:7734, Iron Clutch Plate
Eln:Eln.sharedItem:7735, Clutch Pin
Eln:Eln.sharedItem:7736, Gold Clutch Plate
Eln:Eln.sharedItem:7737, Copper Clutch Plate
Eln:Eln.sharedItem:7738, Lead Clutch Plate
Eln:Eln.sharedItem:7739, Coal Clutch Plate
Eln:Eln.sharedItem:8064, Silicon Wafer
Eln:Eln.sharedItem:8065, Transistor
Eln:Eln.sharedItem:8066, NTC Thermistor
Eln:Eln.sharedItem:8067, Nibble Memory Chip
Eln:Eln.sharedItem:8068, Arithmetic Logic Unit
Eln:Eln.sharedItemStackOne:7744, Lanterna
Eln:Eln.sharedItemStackOne:7745, Improved Flashlight
Eln:Eln.sharedItemStackOne:7752, Brocal Eletrica
Eln:Eln.sharedItemStackOne:7756, Serra Eletrica
Eln:Eln.sharedItemStackOne:7808, Pilha
Eln:Eln.sharedItemStackOne:7809, Pacote de Pilha
Eln:Eln.sharedItemStackOne:7824, Condensador Portatil
Eln:Eln.sharedItemStackOne:7825, Pacote de Condensador Portatil
Eln:Eln.sharedItemStackOne:7840, Detector de Minerio Raio-X
Eln:Eln.sharedItemStackOne:7936, Queimador de Combustivel Pequeno
Eln:Eln.sharedItemStackOne:7937, Queimador de Combustivel Medio
Eln:Eln.sharedItemStackOne:7938, Queimador de Combustivel Grande
Eln:Eln.Copper Helmet, Elmo de Cobre
Eln:Eln.Copper Chestplate, Peitoral de Cobre
Eln:Eln.Copper Leggings, Calca de Cobre
Eln:Eln.Copper Boots, Botas de Cobre
Eln:Eln.E-Coal Helmet, Elmo de Grafeno
Eln:Eln.E-Coal Chestplate, Peitoral de Grafeno
Eln:Eln.E-Coal Leggings, Calca de Grafeno
Eln:Eln.E-Coal Boots, Botas de Grafeno
Eln:Eln.Copper Sword, Espada de Cobre
Eln:Eln.Copper Hoe, Enxada de Cobre
Eln:Eln.Copper Shovel, Pa de Cobre
Eln:Eln.Copper Pickaxe, Picareta de Cobre
Eln:Eln.Copper Axe, Machado de Cobre
EnderIO:itemCoordSelector, Coordinate Selector
EnderIO:itemFusedQuartzFrame, Armação de Quartzo Fundido
EnderIO:itemConduitFacade:0, Fachada de Condutos
EnderIO:itemConduitFacade:1, Hardened Conduit Facade
EnderIO:itemBrokenSpawner:0, Invocador Quebrado
EnderIO:itemBrokenSpawner:0, Invocador Quebrado
EnderIO:itemBrokenSpawner:0, Invocador Quebrado
EnderIO:itemBrokenSpawner:0, Invocador Quebrado
EnderIO:itemBrokenSpawner:0, Invocador Quebrado
EnderIO:itemBrokenSpawner:0, Invocador Quebrado
EnderIO:itemBrokenSpawner:0, Invocador Quebrado
EnderIO:itemFrankenSkull:0, Eletrodo Zumbi
EnderIO:itemFrankenSkull:1, Controlador Z-Lógica
EnderIO:itemFrankenSkull:2, Frankenzumbi
EnderIO:itemFrankenSkull:3, Ressoador do Fim
EnderIO:itemFrankenSkull:4, Sentient Ender
EnderIO:itemFrankenSkull:5, Skeletal Contractor
EnderIO:itemFrankenSkull:6, Guardian Diode
EnderIO:itemRedstoneConduit:0, Conduto de Redstone
EnderIO:itemRedstoneConduit:1, Interruptor de Conduto
EnderIO:itemRedstoneConduit:2, Conduto de Redstone Isolado
EnderIO:itemPowerConduit:0, Conduto de Energia
EnderIO:itemPowerConduit:1, Conduto de Energia Melhorado
EnderIO:itemPowerConduit:2, Conduto de Energia do Fim
EnderIO:itemPowerConduitEndergy:0, Clay Compound Energy Conduit
EnderIO:itemPowerConduitEndergy:1, Iron Energy Conduit
EnderIO:itemPowerConduitEndergy:2, Aluminum Energy Conduit
EnderIO:itemPowerConduitEndergy:3, Gold Energy Conduit
EnderIO:itemPowerConduitEndergy:4, Copper Energy Conduit
EnderIO:itemPowerConduitEndergy:5, Silver Energy Conduit
EnderIO:itemPowerConduitEndergy:6, Electrum Energy Conduit
EnderIO:itemPowerConduitEndergy:7, Energetic Silver Energy Conduit
EnderIO:itemPowerConduitEndergy:8, Crystalline Energy Conduit
EnderIO:itemPowerConduitEndergy:9, Crystalline Pink Slime Energy Conduit
EnderIO:itemPowerConduitEndergy:10, Melodic Energy Conduit
EnderIO:itemPowerConduitEndergy:11, Stellar Energy Conduit
EnderIO:itemLiquidConduit:0, Conduto de Fluidos
EnderIO:itemLiquidConduit:1, Conduto de Fluidos Pressurizado
EnderIO:itemLiquidConduit:2, Conduto de Fluidos do Fim
EnderIO:itemLiquidConduit:3, Crystalline Ender Fluid Conduit
EnderIO:itemLiquidConduit:4, Crystalline Pink Slime Ender Fluid Conduit
EnderIO:itemLiquidConduit:5, Melodic Ender Fluid Conduit
EnderIO:itemLiquidConduit:6, Stellar Ender Fluid Conduit
EnderIO:itemItemConduit:0, Conduto de Itens
EnderIO:itemGasConduit:0, Conduto de Gases
EnderIO:itemMEConduit:0, Conduto ME
EnderIO:itemMEConduit:1, Conduto ME Denso
EnderIO:itemBasicFilterUpgrade:0, Filtro de Itens Básico
EnderIO:itemBasicFilterUpgrade:1, Filtro de Itens Avançado
EnderIO:itemBigFilterUpgrade:0, Big Item Filter
EnderIO:itemBigFilterUpgrade:1, Big Advanced Item Filter
EnderIO:itemExistingItemFilter:0, Filtro de Itens Existentes
EnderIO:itemLimitedItemFilter, Limited Item Filter
EnderIO:itemModItemFilter, Filtro de Itens de Mod
EnderIO:itemPowerItemFilter:0, Filtro de Item Carregável
EnderIO:itemExtractSpeedUpgrade:0, Melhoria de Velocidade dos Condutos de Itens
EnderIO:itemExtractSpeedUpgrade:1, Item Conduit Speed Downgrade
EnderIO:itemFunctionUpgrade:0, Remote Awareness Upgrade
EnderIO:itemBasicCapacitor:0, Capacitor Básico
EnderIO:itemBasicCapacitor:1, Capacitor de Dupla Camada
EnderIO:itemBasicCapacitor:2, Capacitor Octádico
EnderIO:itemBasicCapacitor:3, Crystalline Capacitor
EnderIO:itemBasicCapacitor:4, Melodic Capacitor
EnderIO:itemBasicCapacitor:5, Stellar Capacitor
EnderIO:itemBasicCapacitor:6, Totemic Capacitor
EnderIO:itemBasicCapacitor:6, Totemic Capacitor
EnderIO:itemBasicCapacitor:7, Silver Capacitor
EnderIO:itemBasicCapacitor:8, Endergetic Capacitor
EnderIO:itemBasicCapacitor:9, Endergised Capacitor
EnderIO:itemMachinePart:0, Chassi de Máquina
EnderIO:itemMachinePart:1, Engrenagem Básica
EnderIO:itemMachinePart:2, Soul Machine Chassis
EnderIO:itemMachinePart:3, End Steel Chassis
EnderIO:itemMaterial:0, Silício
EnderIO:itemMaterial:1, Capa de Conduto
EnderIO:itemMaterial:2, Composto de Capa
EnderIO:itemMaterial:3, Pepita de Ferro Pulsante
EnderIO:itemMaterial:4, Pepita de Liga Vibrante
EnderIO:itemMaterial:5, Cristal Pulsante
EnderIO:itemMaterial:6, Cristal Vibrante
EnderIO:itemMaterial:7, Bola de Aço Negro
EnderIO:itemMaterial:8, Cristal do Fim
EnderIO:itemMaterial:9, Cristal Atraente
EnderIO:itemMaterial:10, Weather Crystal
EnderIO:itemMaterial:11, End Steel Nugget
EnderIO:itemMaterial:12, Dark Steel Rod
EnderIO:itemMaterial:13, Precient Crystal
EnderIO:itemMaterial:14, Grains of Piezallity
EnderIO:itemMaterial:15, Grains of Vibrancy
EnderIO:itemMaterial:16, Grains of the End
EnderIO:itemMaterial:17, Grains of Prescience
EnderIO:itemAlloy:0, Aço Elétrico
EnderIO:itemAlloy:1, Liga Energética
EnderIO:itemAlloy:2, Liga Vibrante
EnderIO:itemAlloy:3, Liga de Redstone
EnderIO:itemAlloy:4, Ferro Condutivo
EnderIO:itemAlloy:5, Ferro Pulsante
EnderIO:itemAlloy:6, Aço Negro
EnderIO:itemAlloy:7, Almário
EnderIO:itemAlloy:8, End Steel
EnderIO:itemGrindingBall:0, Electrical Steel Ball
EnderIO:itemGrindingBall:1, Energetic Alloy Ball
EnderIO:itemGrindingBall:2, Vibrant Alloy Ball
EnderIO:itemGrindingBall:3, Redstone Alloy Ball
EnderIO:itemGrindingBall:4, Conductive Iron Ball
EnderIO:itemGrindingBall:5, Pulsating Iron Ball
EnderIO:itemGrindingBall:6, Dark Steel Ball
EnderIO:itemGrindingBall:7, Soularium Ball
EnderIO:itemGrindingBall:8, End Steel Ball
EnderIO:itemAlloyEndergy:0, Clay Compound
EnderIO:itemAlloyEndergy:1, Crystalline Alloy
EnderIO:itemAlloyEndergy:2, Melodic Alloy
EnderIO:itemAlloyEndergy:3, Stellar Alloy
EnderIO:itemAlloyEndergy:4, Crystalline Pink Slime
EnderIO:itemAlloyEndergy:5, Energetic Silver
EnderIO:itemAlloyEndergy:6, Vivid Alloy
EnderIO:itemGrindingBallEndergy:0, Clay Compound Grinding Ball
EnderIO:itemGrindingBallEndergy:1, Crystalline Alloy Grinding Ball
EnderIO:itemGrindingBallEndergy:2, Melodic Alloy Grinding Ball
EnderIO:itemGrindingBallEndergy:3, Stellar Alloy Grinding Ball
EnderIO:itemGrindingBallEndergy:4, Crystalline Pink Slime Grinding Ball
EnderIO:itemGrindingBallEndergy:5, Energetic Silver Grinding Ball
EnderIO:itemGrindingBallEndergy:6, Vivid Alloy Grinding Ball
EnderIO:itemPowderIngot:0, Pó de Carvão
EnderIO:itemPowderIngot:1, Pó de Ferro
EnderIO:itemPowderIngot:2, Pó de Ouro
EnderIO:itemPowderIngot:3, Pó de Cobre
EnderIO:itemPowderIngot:4, Pó de Estanho
EnderIO:itemPowderIngot:6, Base de Enderium
EnderIO:itemPowderIngot:7, Obsidian Powder
EnderIO:itemPowderIngot:8, Flour
EnderIO:bucketNutrient_distillation, Balde de Destilado de Nutrientes
EnderIO:bucketHootch, Balde de Aguardente
EnderIO:bucketRocket_fuel, Balde de Combustível para Foguetes
EnderIO:bucketFire_water, Balde de Água de Fogo
EnderIO:bucketLiquid_sunshine, Liquid Sunshine Bucket
EnderIO:bucketCloud_seed, Cloud Seed Bucket
EnderIO:bucketCloud_seed_concentrated, Concentrated Cloud Seed Bucket
EnderIO:bucketEnder_distillation, Dew of the Void Bucket
EnderIO:bucketVapor_of_levity, Vapor of Levity Bucket
EnderIO:itemYetaWrench, Chave Yeta
EnderIO:itemEnderface, Interfim
EnderIO:itemTravelStaff:0, Cajado da Viagem
EnderIO:itemTravelStaff:16, Cajado da Viagem
EnderIO:itemTeleportStaff:0, Staff of Teleportation
EnderIO:itemConduitProbe:0, Sonda de Condutos
EnderIO:itemXpTransfer:0, Vara de Experiência
EnderIO:itemSoulVessel, Frasco de Almas
EnderIO:itemEnderFood:0, "Enderios"
EnderIO:itemGliderWing:0, Asa de Planador
EnderIO:itemGliderWing:1, Asas de Planador
EnderIO:item.darkSteel_helmet, Elmo Negro
EnderIO:item.darkSteel_chestplate, Peitoral Negro
EnderIO:item.darkSteel_leggings, Perneiras Negras
EnderIO:item.darkSteel_boots, Botas Negras
EnderIO:item.darkSteel_sword, "The Ender"
EnderIO:item.darkSteel_pickaxe, Picareta Negra
EnderIO:item.darkSteel_axe, Machado Negro
EnderIO:item.darkSteel_shears, Dark Shears
EnderIO:item.endSteel_helmet, End Steel Helm
EnderIO:item.endSteel_chestplate, End Steel Plate
EnderIO:item.endSteel_leggings, End Steel Leggings
EnderIO:item.endSteel_boots, End Steel Boots
EnderIO:item.endSteel_sword, The Ender MKII
EnderIO:item.endSteel_pickaxe, End Steel Pick
EnderIO:item.endSteel_axe, End Steel Axe
EnderIO:item.stellar_helmet, Stellar Helm
EnderIO:item.stellar_chestplate, Stellar Plate
EnderIO:item.stellar_leggings, Stellar Leggings
EnderIO:item.stellar_boots, Stellar Boots
EnderIO:item.stellar_sword, The Ender MKIV
EnderIO:item.stellar_pickaxe, Stellar Pick
EnderIO:item.stellar_axe, Stellar Axe
EnderIO:itemMagnet:0, Eletroímã
EnderIO:itemMagnet:16, Eletroímã
eternalsingularity:eternal_singularity, item.null.name
etfuturum:mutton_raw, Raw Mutton
etfuturum:mutton_cooked, Cooked Mutton
etfuturum:prismarine_shard, Fragmento de Prismarinho
etfuturum:prismarine_crystals, Cristais de Prismarinho
etfuturum:wooden_armorstand, Armor Stand
etfuturum:rabbit_raw, Raw Rabbit
etfuturum:rabbit_cooked, Cooked Rabbit
etfuturum:rabbit_foot, Pé de Coelho
etfuturum:rabbit_hide, Pele de Coelho
etfuturum:rabbit_stew, Ensopado de Coelho
etfuturum:beetroot, Beterraba
etfuturum:beetroot_seeds, Sementes de Beterraba
etfuturum:beetroot_soup, Ensopado de Beterraba
etfuturum:chorus_fruit, Fruta Chorus
etfuturum:chorus_fruit_popped, Popped Chorus Fruit
etfuturum:tipped_arrow:8193, Arrow of Regeneration
etfuturum:tipped_arrow:8225, Arrow of Regeneration
etfuturum:tipped_arrow:8257, Arrow of Regeneration
etfuturum:tipped_arrow:8194, Arrow of Swiftness
etfuturum:tipped_arrow:8226, Arrow of Swiftness
etfuturum:tipped_arrow:8258, Arrow of Swiftness
etfuturum:tipped_arrow:8227, Arrow of Fire Resistance
etfuturum:tipped_arrow:8259, Arrow of Fire Resistance
etfuturum:tipped_arrow:8196, Arrow of Poison
etfuturum:tipped_arrow:8228, Arrow of Poison
etfuturum:tipped_arrow:8260, Arrow of Poison
etfuturum:tipped_arrow:8261, Arrow of Healing
etfuturum:tipped_arrow:8229, Arrow of Healing
etfuturum:tipped_arrow:8230, Arrow of Night Vision
etfuturum:tipped_arrow:8262, Arrow of Night Vision
etfuturum:tipped_arrow:8232, Arrow of Weakness
etfuturum:tipped_arrow:8264, Arrow of Weakness
etfuturum:tipped_arrow:8201, Arrow of Strength
etfuturum:tipped_arrow:8233, Arrow of Strength
etfuturum:tipped_arrow:8265, Arrow of Strength
etfuturum:tipped_arrow:8234, Arrow of Slowness
etfuturum:tipped_arrow:8266, Arrow of Slowness
etfuturum:tipped_arrow:8268, Arrow of Harming
etfuturum:tipped_arrow:8236, Arrow of Harming
etfuturum:tipped_arrow:8237, Arrow of Water Breathing
etfuturum:tipped_arrow:8269, Arrow of Water Breathing
etfuturum:tipped_arrow:8238, Arrow of Invisibility
etfuturum:tipped_arrow:8270, Arrow of Invisibility
etfuturum:lingering_potion:0, Frasco com Água
etfuturum:lingering_potion:8193, Duradoura Poção da Regeneração
etfuturum:lingering_potion:8225, Duradoura Poção da Regeneração
etfuturum:lingering_potion:8257, Duradoura Poção da Regeneração
etfuturum:lingering_potion:8194, Duradoura Poção da Agilidade
etfuturum:lingering_potion:8226, Duradoura Poção da Agilidade
etfuturum:lingering_potion:8258, Duradoura Poção da Agilidade
etfuturum:lingering_potion:8227, Duradoura Poção de Resistência ao Fogo
etfuturum:lingering_potion:8259, Duradoura Poção de Resistência ao Fogo
etfuturum:lingering_potion:8196, Duradoura Poção Venenosa
etfuturum:lingering_potion:8228, Duradoura Poção Venenosa
etfuturum:lingering_potion:8260, Duradoura Poção Venenosa
etfuturum:lingering_potion:8261, Duradoura Poção de Cura
etfuturum:lingering_potion:8229, Duradoura Poção de Cura
etfuturum:lingering_potion:8230, Duradoura Poção da Visão Noturna
etfuturum:lingering_potion:8262, Duradoura Poção da Visão Noturna
etfuturum:lingering_potion:8232, Duradoura Poção da Fraqueza
etfuturum:lingering_potion:8264, Duradoura Poção da Fraqueza
etfuturum:lingering_potion:8201, Duradoura Poção da Força
etfuturum:lingering_potion:8233, Duradoura Poção da Força
etfuturum:lingering_potion:8265, Duradoura Poção da Força
etfuturum:lingering_potion:8234, Duradoura Poção da Lentidão
etfuturum:lingering_potion:8266, Duradoura Poção da Lentidão
etfuturum:lingering_potion:8268, Duradoura Poção de Dano
etfuturum:lingering_potion:8236, Duradoura Poção de Dano
etfuturum:lingering_potion:8237, Duradoura Poção de Respiração Aquática
etfuturum:lingering_potion:8269, Duradoura Poção de Respiração Aquática
etfuturum:lingering_potion:8238, Duradoura Poção da Invisibilidade
etfuturum:lingering_potion:8270, Duradoura Poção da Invisibilidade
etfuturum:dragon_breath, Sopro do Dragão
etfuturum:elytra, Élitros
etfuturum:end_crystal, Cristal Ender
etfuturum:nugget_iron, Iron Nugget
etfuturum:raw_ore:0, Raw Copper
etfuturum:raw_ore:1, Raw Iron
etfuturum:raw_ore:2, Raw Gold
etfuturum:netherite_scrap, Netherite Scrap
etfuturum:netherite_ingot, Netherite Ingot
etfuturum:netherite_helmet, Netherite Helmet
etfuturum:netherite_chestplate, Netherite Chestplate
etfuturum:netherite_leggings, Netherite Leggings
etfuturum:netherite_boots, Netherite Boots
etfuturum:netherite_pickaxe, Netherite Pickaxe
etfuturum:netherite_spade, Netherite Shovel
etfuturum:netherite_axe, Netherite Axe
etfuturum:netherite_hoe, Netherite Hoe
etfuturum:netherite_sword, Netherite Sword
etfuturum:totem_of_undying, Totem of Undying
etfuturum:dye:0, White Dye
etfuturum:dye:1, Blue Dye
etfuturum:dye:2, Brown Dye
etfuturum:dye:3, Black Dye
etfuturum:copper_ingot, Copper Ingot
etfuturum:suspicious_stew, Suspicious Stew
etfuturum:sweet_berries, Sweet Berries
etfuturum:glow_berries_item, item.etfuturum.glow_berries.name
etfuturum:shulker_shell, Shulker Shell
etfuturum:pigstep_record, Disco de Música
etfuturum:otherside_record, Disco de Música
etfuturum:amethyst_shard, Amethyst Shard
etfuturum:shulker_box_upgrade:0, Vanilla to Iron Shulker Box Upgrade
etfuturum:shulker_box_upgrade:1, Vanilla to Copper Shulker Box Upgrade
etfuturum:shulker_box_upgrade:2, Iron to Gold Shulker Box Upgrade
etfuturum:shulker_box_upgrade:3, Gold to Diamond Shulker Box Upgrade
etfuturum:shulker_box_upgrade:4, Diamond to Obsidian Shulker Box Upgrade
etfuturum:shulker_box_upgrade:5, Diamond to Crystal Shulker Box Upgrade
etfuturum:shulker_box_upgrade:6, Copper to Iron Shulker Box Upgrade
etfuturum:shulker_box_upgrade:7, Copper to Silver Shulker Box Upgrade
etfuturum:shulker_box_upgrade:8, Silver to Gold Shulker Box Upgrade
etfuturum:barrel_upgrade:0, Vanilla to Iron Barrel Upgrade
etfuturum:barrel_upgrade:1, Vanilla to Copper Barrel Upgrade
etfuturum:barrel_upgrade:2, Iron to Gold Barrel Upgrade
etfuturum:barrel_upgrade:3, Gold to Diamond Barrel Upgrade
etfuturum:barrel_upgrade:4, Steel to Gold Barrel Upgrade
etfuturum:barrel_upgrade:5, Diamond to Obsidian Barrel Upgrade
etfuturum:barrel_upgrade:6, Obsidian to Netherite Barrel Upgrade
etfuturum:barrel_upgrade:7, Obsidian to Dark Steel Barrel Upgrade
etfuturum:barrel_upgrade:8, Copper to Iron Barrel Upgrade
etfuturum:barrel_upgrade:9, Copper to Silver Barrel Upgrade
etfuturum:barrel_upgrade:10, Silver to Gold Barrel Upgrade
etfuturum:honeycomb, Honeycomb
etfuturum:honey_bottle, Honey bottle
etfuturum:bamboo, Bamboo
etfuturum:oak_chest_boat, Oak Boat with Chest
etfuturum:spruce_boat, Spruce Boat
etfuturum:spruce_chest_boat, Spruce Boat with Chest
etfuturum:birch_boat, Birch Boat
etfuturum:birch_chest_boat, Birch Boat with Chest
etfuturum:jungle_boat, Jungle Boat
etfuturum:jungle_chest_boat, Jungle Boat with Chest
etfuturum:acacia_boat, Acacia Boat
etfuturum:acacia_chest_boat, Acacia Boat with Chest
etfuturum:dark_oak_boat, Dark Oak Boat
etfuturum:dark_oak_chest_boat, Dark Oak Boat with Chest
etfuturum:mangrove_oak_boat, item.etfuturum.mangrove_boat.name
etfuturum:mangrove_chest_boat, item.etfuturum.mangrove_chest_boat.name
etfuturum:cherry_boat, Cherry Boat
etfuturum:cherry_chest_boat, Cherry Boat with Chest
etfuturum:bamboo_raft, Bamboo Raft
